EmployeeID,Name,Age,Department,Gender,Salary,JoinDate,PerformanceScore,Status
1009,Robert Perez,38,Marketing,Fmale,72338.17,2022-12-21,3.1,Active
1408,Mario Reed,46,Operations,Female,73219.27,2015-12-23,1.4,Terminated
1476,Albert Anderson,56,Finance,Female,59460.07,2015-11-10,3.4,Terminated
1462,Danielle Morrow,51,Operations,M,43876.51,2016-08-03,1.0,Active
1192,Elizabeth Davis,46,Finance,M,94477.03,2021-01-18,4.3,On Leave
1235,Dwayne Barnes,44,Operations,Female,34485.1,2025-06-05,2.7,Active
1022,Mary Merritt,34,Marketing,Fmale,66359.15,2016-05-12,2.2,Terminated
1472,Michael Sanchez,33,Finance,Female,79895.13,2017-04-12,1.4,Active
1273,Amber Jones,29,Sales,Female,82511.4,2017-08-14,1.7,Terminated
1429,Nicole Fleming,34,IT,Female,64233.11,2016-06-12,1.0,Active
1493,Sara James,24,IT,Female,48406.83,2015-12-05,2.4,On Leave
1370,Jonathan Gonzalez,55,Marketing,Female,65124.44,2021-08-16,3.2,Active
1079,Richard Holmes,41,Marketing,M,52152.18,2018-04-19,,Active
1330,Sharon Smith,46,Sales,Female,46522.98,2021-01-27,2.9,On Leave
1047,Richard Burch,55,Operations,Male,79505.18,2020-10-09,4.5,On Leave
1423,Matthew Mills,39,IT,Male,71453.87,2023-03-29,2.4,On Leave
1450,Erin Carroll DVM,29,Sales,Fmale,,2017-09-24,1.4,On Leave
1401,Richard Sherman,38,Marketing,Male,39931.9,2018-11-29,2.7,Active
1456,Daniel Christian,46,Operations,Female,75438.33,2019-07-31,1.2,Terminated
1220,Olivia Richards,59,IT,M,56989.31,2023-04-19,3.9,Terminated
1459,Matthew Hancock,36,Marketing,Male,52105.58,2022-07-18,3.6,Terminated
1339,Mr. Sean Butler,57,HR,Female,21691.18,2020-10-01,4.5,Active
1250,Lisa Morris,36,Finance,M,72690.2,2021-07-11,3.5,Terminated
1136,David Stanley,24,Finance,Female,71966.04,2020-12-22,2.3,Terminated
1202,Jessica Boyd,25,HR,Female,75199.74,2018-08-12,2.3,Active
1464,Shannon Powell PhD,52,Marketing,Male,58456.84,2018-08-05,4.3,On Leave
1111,Debbie Robertson,55,Operations,Fmale,63002.02,2019-08-13,2.6,Terminated
1492,Brandi Harrison DVM,37,Finance,M,75053.5,2022-08-11,4.7,Terminated
1064,Calvin Buchanan,55,Finance,M,72986.33,2019-08-18,1.4,Active
1293,Robin Wilson,30,Sales,Female,74726.48,2016-03-05,,Active
1093,Tracey Avila,57,Marketing,Male,67104.41,2018-11-03,3.5,Active
1246,Charles Scott,23,Finance,M,55258.53,2023-07-17,2.2,Terminated
1063,John Phillips,47,HR,Fmale,67574.81,2020-04-07,1.7,On Leave
1001,Erica Newman,50,Operations,Male,68156.15,2023-02-26,2.8,Active
1028,Michael Ho,53,Operations,Female,57699.95,2020-12-26,3.8,Active
1470,Stacy Malone,50,Sales,Fmale,56776.18,2021-11-17,,On Leave
1251,Richard Adams,31,Sales,M,60937.54,2017-10-25,1.3,Terminated
1357,Yvette Delacruz,42,HR,Male,58903.97,2022-11-12,2.9,Terminated
1178,Steve Rice,26,Finance,Fmale,47755.42,2023-05-07,4.1,Active
1188,Janice Smith,57,Operations,M,48669.26,2024-01-23,2.2,Active
1149,William Alvarez,25,IT,Female,82646.57,2021-11-06,2.4,Active
1240,Derrick Hicks,36,Marketing,Fmale,49621.38,2024-03-11,1.8,Active
1452,Hunter Cruz,45,IT,Fmale,55248.7,2021-02-12,3.5,Terminated
1449,Hunter Smith,35,Operations,M,37429.19,2019-04-23,,Active
1428,Jennifer Montgomery,35,Operations,Male,89083.93,2024-09-25,1.9,Active
1159,Brian Dalton PhD,57,Finance,Male,60835.87,2015-12-16,2.6,Terminated
1144,Joy Michael,54,IT,M,88605.28,2017-10-10,3.0,On Leave
1274,Andrew Pratt,58,Sales,Male,72753.33,2015-11-17,3.1,On Leave
1060,Danny Black,26,Operations,M,31795.31,2022-08-30,4.4,Active
1203,Mary Riley,37,Marketing,M,75152.05,2024-01-01,2.8,Terminated
1418,Joyce Cameron,41,Operations,Female,65453.19,2018-08-07,1.3,Terminated
1209,Ellen Stewart,30,Marketing,Female,56323.96,2017-11-22,4.8,Terminated
1430,Sara Collins,55,Finance,Female,71198.4,2023-04-25,2.8,Active
1150,Crystal Brown,52,Sales,Female,66030.52,2020-07-24,2.8,Terminated
1124,Steven Black,39,IT,Female,45180.96,2025-07-31,3.1,On Leave
1312,Sherry Massey,58,IT,Male,51987.77,2019-06-26,1.8,Active
1017,Michael Reed,44,Finance,Fmale,78182.59,2019-06-16,2.1,On Leave
1225,Jennifer Brown,52,Sales,Male,57493.23,2022-03-08,4.0,Active
1453,Angela Robertson,34,Finance,Fmale,55596.92,2024-12-28,4.7,Terminated
1230,Logan Martin,50,IT,Fmale,60719.31,2021-09-27,1.7,Active
1309,Katherine Henderson,31,Operations,Fmale,71013.66,2019-09-28,1.6,On Leave
1500,Sean Nguyen,40,IT,Female,71769.0,2018-12-02,2.2,Active
1344,John Ross,47,Marketing,M,59535.92,2022-04-14,4.5,Terminated
1403,Teresa Archer,43,IT,Male,74167.36,2017-10-22,2.4,Terminated
1098,Charles Hughes,56,Sales,Male,35990.83,2016-05-17,4.8,On Leave
1126,Michelle Melendez,46,Operations,Fmale,68642.62,2016-12-17,3.4,On Leave
1062,Danielle Smith,51,Operations,M,,2018-12-09,2.6,On Leave
1082,Patricia Massey,42,Marketing,M,59785.79,2022-09-17,4.2,On Leave
1480,Anna Johnson,42,IT,Fmale,46898.86,2022-06-21,3.2,Terminated
1325,Wendy Rodriguez,47,Sales,Female,65828.68,2016-07-17,3.0,On Leave
1386,Jeffrey Arnold,27,Operations,M,43205.74,2018-02-21,2.2,Terminated
1057,Bobby Kaiser,37,Sales,Fmale,61025.27,2024-11-04,3.7,Terminated
1020,Kayla Adams,34,Operations,Female,47341.55,2017-11-13,4.6,Terminated
1087,Maria Beasley,22,Marketing,Female,55239.47,2018-06-10,3.4,Terminated
1327,Brenda Mills,59,Marketing,Male,53421.19,2021-05-08,4.5,Active
1247,Danielle Garner,29,Marketing,Fmale,89442.34,2023-04-08,4.9,Terminated
1138,Mary Sexton,30,IT,Male,63444.94,2022-09-29,3.4,Terminated
1317,Terri Mitchell,29,IT,Male,47625.47,2020-01-16,3.5,Active
1035,Michelle Reed,24,Operations,M,,2022-05-05,3.0,Terminated
1297,Caroline James,36,Operations,Fmale,61563.02,2017-06-08,4.7,On Leave
1139,Jose Taylor,56,HR,Female,68656.08,2025-08-07,4.9,On Leave
1255,Michaela Smith,33,Sales,Female,65898.95,2023-06-25,2.4,Active
1077,Sarah Gill,57,Finance,Female,79164.97,2018-11-17,4.7,On Leave
1443,Teresa Garrett,40,Finance,Male,57938.27,2023-03-06,3.5,Terminated
1027,Andrea Rice,30,Operations,Female,89176.73,2015-08-22,2.0,On Leave
1289,Randy Watson,40,Operations,Male,55206.65,2016-01-03,3.6,Active
1044,Rebecca Dennis,41,Marketing,Male,69848.3,2021-10-21,4.0,Terminated
1097,Patricia Adams,38,HR,Fmale,50320.17,2022-04-17,2.1,Active
1084,Melinda Jenkins,33,Marketing,Fmale,86556.47,2016-11-19,4.3,Active
1253,Ricky Hernandez,36,IT,Fmale,52598.06,2017-10-01,3.5,Terminated
1367,James Mitchell,24,HR,Fmale,68482.64,2018-07-12,4.5,Active
1362,Annette Bates,33,Operations,M,59960.97,2017-10-23,2.0,On Leave
1186,Julie Hoover,49,Operations,Male,75215.55,2021-12-07,2.7,Active
1074,Martha Parker,55,Sales,Male,63113.97,2023-03-23,3.0,Terminated
1374,Richard Roach,40,Marketing,Female,76832.63,2016-10-05,2.5,Terminated
1249,Russell Joseph,29,Marketing,Female,74097.72,2016-04-02,1.4,Terminated
1407,Jillian Obrien,24,Marketing,Fmale,61250.21,2017-11-16,1.4,Active
1402,John Walker,43,HR,M,68273.39,2025-07-16,3.7,On Leave
1248,Jon Davis,32,HR,Male,54224.1,2018-04-18,4.4,Terminated
1393,Mary Russell,34,Marketing,Male,49232.65,2015-12-03,1.2,On Leave
1234,Lauren Miller,54,Operations,M,48901.89,2025-07-23,3.0,Terminated
1272,Dr. Adriana Perry,31,IT,Female,55914.06,2025-01-13,1.6,Terminated
1435,Renee Franklin,57,IT,Female,,2021-03-10,2.9,Active
1137,Alexis Parrish,44,HR,Male,38996.77,2024-07-16,1.4,Terminated
1431,Breanna Brown,29,Finance,Female,56425.82,2015-12-22,,On Leave
1296,Tiffany Wright,42,Sales,Female,70877.27,2022-05-21,1.0,Terminated
1050,Nicholas Duffy,50,Marketing,Female,56352.98,2017-08-30,4.9,Terminated
1208,Alexander Gonzales,58,IT,Fmale,,2021-06-05,1.1,Terminated
1489,Robert Harris,38,HR,Female,77909.34,2024-02-10,3.3,On Leave
1487,Christopher Lopez,53,Operations,Fmale,31127.82,2022-11-12,3.1,On Leave
1133,Jeffrey Sullivan,36,Sales,Male,33807.58,2025-04-07,1.8,Active
1051,Donna Sherman,54,Sales,Fmale,56738.15,2018-05-20,2.1,On Leave
1239,Susan Harding,41,Sales,Fmale,37117.12,2024-06-13,2.6,On Leave
1053,Mark Harper,45,IT,Female,69526.69,2017-10-08,2.0,Active
1081,James White,40,Marketing,Fmale,47201.1,2018-11-27,3.4,Terminated
1451,Joshua Parker,42,HR,Male,38239.32,2019-01-13,1.2,Active
1032,Rodney Cox,25,Sales,Fmale,75986.91,2017-07-21,2.5,Terminated
1122,Eric Keller,43,Sales,Male,71362.62,2018-01-26,4.0,On Leave
1212,Dakota Coleman,41,IT,M,50041.55,2021-11-13,1.9,On Leave
1352,Julie Jones,28,Sales,Female,79482.17,2023-10-22,2.4,On Leave
1455,Connor Velazquez,33,Operations,Male,42027.24,2016-01-07,4.8,On Leave
1303,Mrs. Yvette Huff DDS,34,Sales,Male,78092.3,2025-01-17,1.9,Active
1197,Victor Robinson,53,Marketing,Male,66444.27,2016-06-16,3.3,On Leave
1089,Robert Knight,31,Marketing,Male,55465.14,2021-12-24,1.2,Active
1326,Jesse Reed,58,IT,M,97394.99,2022-06-28,3.0,On Leave
1324,Lisa Turner,30,Finance,M,53882.65,2022-07-12,4.3,Terminated
1256,Erika Wright,28,HR,M,70221.68,2019-11-08,3.2,Terminated
1381,Robin Smith,40,IT,M,42874.66,2019-08-29,2.7,Terminated
1059,Kenneth Gordon,27,Finance,Male,65316.29,2020-02-15,4.3,Active
1034,Daniel Martinez,54,Finance,Fmale,38972.23,2024-11-18,3.0,Active
1039,Sarah White,23,Finance,M,75007.28,2022-09-24,2.1,On Leave
1360,Diana Price,46,Sales,Fmale,46375.47,2016-09-24,2.1,On Leave
1052,Katie Hart,39,HR,Male,52871.14,2020-12-27,4.7,On Leave
1364,Krista Kelley,46,Operations,Fmale,63512.06,2018-08-12,1.2,Active
1427,James Moreno,24,Operations,Female,61895.69,2020-08-21,1.9,On Leave
1261,Corey Frye,24,HR,Fmale,57365.98,2016-03-31,2.7,On Leave
1103,Ernest Cabrera,27,Sales,Male,65136.85,2024-02-19,4.7,On Leave
1196,Frank Terrell,33,Marketing,Female,73953.8,2016-05-09,5.0,Terminated
1168,Jaime Zavala,22,HR,Female,51396.22,2018-10-26,2.8,Terminated
1294,Casey Patterson,47,Marketing,M,55127.53,2016-10-09,1.6,On Leave
1117,Alan Anderson,40,IT,Female,52451.44,2023-07-03,1.1,Terminated
1125,Joshua Allen,46,IT,Female,48433.7,2020-10-19,4.4,On Leave
1405,Amy Torres,43,Sales,M,45389.46,2022-06-20,4.8,Terminated
1219,Jason Mays,30,HR,M,67601.02,2024-05-20,2.1,Terminated
1288,Cindy Allen,40,Finance,Male,55099.44,2024-01-21,4.0,On Leave
1320,Stephen Johnson,49,Marketing,Male,41781.85,2021-02-06,1.1,Terminated
1048,Pamela Wolf,40,Finance,Fmale,39847.14,2016-04-24,4.1,On Leave
1214,Kristen Carr,26,Finance,Male,52482.9,2015-10-03,4.9,Terminated
1498,Timothy King,35,HR,M,66744.84,2020-04-06,2.6,On Leave
1096,Amy Cross,49,Marketing,M,47875.53,2018-04-16,4.9,Active
1434,Melissa Morgan,40,HR,Female,67428.19,2016-03-09,1.5,On Leave
1163,Jason Johnson,45,Marketing,Male,,2025-05-15,2.2,On Leave
1264,Evelyn Watson,53,Operations,Fmale,46475.99,2017-11-07,1.1,Terminated
1361,Gary Lane,53,Finance,M,55188.38,2022-07-25,3.7,Terminated
1076,Holly Mcintyre,30,Operations,M,68719.71,2023-12-06,3.3,Active
1467,Jeff Vaughan,49,Finance,Fmale,82440.11,2024-03-17,,On Leave
1300,Jacob Cox,23,Finance,Female,71544.87,2024-07-17,2.7,Terminated
1023,Steven Griffin,23,Operations,Fmale,37995.48,2016-02-21,2.8,Active
1073,Reginald Sanchez,50,Operations,Male,52703.51,2019-02-02,,Active
1494,Courtney Delgado,45,Sales,Fmale,66105.78,2024-04-25,3.1,Terminated
1016,Pamela Davis,49,Sales,M,70166.51,2018-04-03,3.5,Active
1169,James Ayala,49,Operations,M,51543.5,2018-04-29,1.4,On Leave
